movieId,director
359,Darnell Martin
360,Charles Shyer
361,Andrew Bergman
362,Stephen Sommers
363,Ray Müller
364,Roger Allers
364,Rob Minkoff
365,Bernardo Bertolucci
366,Wes Craven
367,Chuck Russell
368,Richard Donner
369,Alan Rudolph
370,Peter Segal
371,Ron Howard
372,Ben Stiller
373,John Dahl
374,Donald Petrie
375,Robert Allan Ackerman
376,Curtis Hanson
377,Jan de Bont
378,Ron Underwood
379,Peter Hyams
380,James Cameron
381,Luis Mandoki
382,Mike Nichols
383,Lawrence Kasdan
384,Damian Harris
385,Suri Krishnamma
386,Jefery Levy
387,Keenen Ivory Wayans
388,Robert Lee King
388,Raoul O'Connell
389,Yves Angelo
390,Russ Meyer
391,Doug McHenry
392,Dave Borthwick
393,Steven E. de Souza
394,Wallace Wolodarsky
395,Michael A. Nickles
396,Paul Warner
397,Vincent Robert
398,Theodore Thomas
399,Lucas Platt
400,Ross Kagan Marks
401,Paul Williams
402,Robert Wuhl
403,Roberto Sneider
404,Jefri Aalmuhammed
404,Jack Baxter
405,Andrew Morahan
406,Michael Corrente
407,John Carpenter
408,John G. Avildsen
409,Jeff Pollack
410,Barry Sonnenfeld
411,Thomas Schlamme
412,Martin Scorsese
413,Michael Lehmann
414,Paul Michael Glaser
415,John Badham
416,Jonathan Kaplan
417,Whit Stillman
418,Bill Forsyth
419,Penelope Spheeris
420,John Landis
421,Caroline Thompson
422,Michael Apted
423,Stephen Hopkins
424,William Friedkin
425,Tony Richardson
426,Abel Ferrara
427,Jennifer Lynch
428,Robert De Niro
429,Adam Resnick
430,John Whitesell
431,Brian De Palma
432,Paul Weiland
433,Mick Jackson
434,Renny Harlin
435,Steve Barron
436,Richard Rush
437,Michael Ritchie
438,Gregg Champion
439,Abel Ferrara
440,Ivan Reitman
441,Richard Linklater
442,Marco Brambilla
443,Bruce Brown
444,Gus Van Sant
445,Carl Reiner
446,Kaige Chen
447,Donald Petrie
448,Peter Weir
449,Rusty Cundieff
450,Alek Keshishian
451,Steve Kloves
452,John Irvin
453,Barry Sonnenfeld
454,Sydney Pollack
455,Simon Wincer
456,Boaz Yakin
457,Andrew Davis
458,Walter Hill
459,Roger Donaldson
460,Howard Deutch
461,Rose Troche
462,Bruce Beresford
463,Sidney Lumet
464,John Woo
465,Oliver Stone
466,Jim Abrahams
467,Julianna Lavin
468,Christopher Monger
469,Bille August
470,Eric Meza
471,Joel Coen
471,Ethan Coen
472,James L. Brooks
473,Daniel Petrie Jr.
474,Wolfgang Petersen
475,Jim Sheridan
476,Matty Rich
477,Brian Gibson
478,Barry Levinson
479,Stephen Hopkins
480,Steven Spielberg
481,Dominic Sena
482,Roger Avary
483,Steven Soderbergh
484,Daniel Petrie
485,John McTiernan
486,James Lapine
487,Simon Wincer
488,David Cronenberg
489,Richard Benjamin
490,Harold Becker
491,Mel Gibson
492,Woody Allen
493,Albert Hughes
493,Allen Hughes
494,Stuart Baird
495,Nagisa Ôshima
496,Tom Noonan
497,Kenneth Branagh
498,Mike Figgis
498,Jon Amiel
499,Anthony Minghella
500,Chris Columbus
501,Mike Leigh
502,Christopher Cain
503,Michael Tolkin
504,Martin Campbell
505,Rob Reiner
506,Sally Potter
507,Clint Eastwood
508,Jonathan Demme
509,Jane Campion
510,John Singleton
511,David S. Ward
512,Stuart Orme
513,Mel Smith
514,Ted Demme
515,James Ivory
516,Penny Marshall
517,Philip Kaufman
518,Alan Parker
519,Fred Dekker
520,Mel Brooks
521,Peter Medak
522,Geoffrey Wright
523,Victor Nunez
524,David Anspaugh
525,Tim Hunter
526,Cyril Collard
527,Steven Spielberg
528,Michael Ritchie
529,Steven Zaillian
530,Chris Menges
531,Agnieszka Holland
532,John Waters
533,Russell Mulcahy
534,Richard Attenborough
535,Robert Altman
536,Gillies MacKinnon
537,John Duigan
538,Fred Schepisi
539,Nora Ephron
540,Phillip Noyce
541,Ridley Scott
542,Steve Rash
543,Thomas Schlamme
544,Rowdy Herrington
546,Annabel Jankel
546,Rocky Morton
547,Ernest Dickerson
548,Deran Sarafian
549,François Girard
550,Andrew Fleming
551,Henry Selick
552,Stephen Herek
553,George P. Cosmatos
554,Heywood Gould
555,Tony Scott
556,Chris Hegedus
556,D.A. Pennebaker
558,Pixote Hunt
558,Joe Johnston
559,Jerry Ciccoritti
560,Jennifer Warren
561,Mark Malone
562,Todd Solondz
563,Claude Berri
564,Dennis Hopper
565,Guillermo del Toro
566,Daniel Algrant
567,Pedro Almodóvar
568,Gurinder Chadha
569,Andrew Scheinman
570,Åke Sandgren
572,Eva Sereny
573,Lina Wertmüller
574,David O. Russell
575,Penelope Spheeris
576,Rémy Duchemin
577,George Miller
579,Ricky Tognazzi
580,Michael Austin
581,Rob Epstein
581,Jeffrey Friedman
582,Mathieu Kassovitz
583,Nanni Moretti
584,María Luisa Bemberg
585,Betty Thomas
586,Chris Columbus
587,Jerry Zucker
588,Ron Clements
588,John Musker
589,James Cameron
590,Kevin Costner
591,Steve Cohen
592,Tim Burton
593,Jonathan Demme
594,William Cottrell
594,David Hand
595,Gary Trousdale
595,Kirk Wise
596,Norman Ferguson
596,T. Hee
597,Garry Marshall
598,Yuri Mamin
598,Arkadiy Tigay
599,Sam Peckinpah
600,C.M. Talkington
601,Jianxin Huang
602,Jean Bach
603,Sam Weisman
604,Joseph Strick
605,Michael Hoffman
606,Bill Condon
607,Stephen Poliakoff
608,Joel Coen
608,Ethan Coen
609,David R. Ellis
610,Gerald Potterton
610,John Bruno
611,Kevin Yagher
612,Matt Reeves
613,Franco Zeffirelli
614,Anna Campion
615,Franco Brusati
616,Wolfgang Reitherman
617,Pedro Almodóvar
618,Fernando Trueba
619,Bill Couturié
620,Werner Herzog
621,André Téchiné
623,Vern Oakley
625,Férid Boughedir
626,Martin Lawrence
627,Stacy Title
628,Gregory Hoblit
629,Clement Virgo
630,Bruno Barreto
631,Larry Leker
631,Paul Sabella
632,Ken Loach
633,Hal Salwen
634,Jonathan R. Betuel
635,Richard Pearce
636,Todd Verow
637,Jonathan Lynn
638,Tim Sullivan
639,Spike Lee
640,Jeremiah S. Chechik
641,Hervé Palud
642,Martin Enlen
643,Carlo Rola
644,Ed Herzog
645,Claude Sautet
647,Edward Zwick
648,Brian De Palma
649,Friðrik Þór Friðriksson
650,Pen Densham
651,Sönke Wortmann
652,Cheol-su Park
653,Rob Cohen
654,Joseph Vilsmaier
655,Michael Verhoeven
656,Steve Rash
657,Gray Hofmeyr
658,Richard Wherrett
659,René Clément
660,Anthony Hopkins
661,Henry Selick
662,James Foley
663,Kelly Makin
664,Paul Mazursky
665,Emir Kusturica
666,Bo Widerberg
667,Alan Mehrez
667,Philip Tan
668,Satyajit Ray
670,Satyajit Ray
671,Jim Mallon
672,Helen De Michiel
673,Joe Pytka
674,Roger Vadim
675,Catherine Cyran
676,Brett Piper
679,Peter Yates
680,Jean-Luc Godard
681,Bertrand Tavernier
682,Mika Kaurismäki
683,Claude Chabrol
684,Gordon Willis
685,Randal Kleiser
687,Michael Blakemore
688,Simon Wincer
690,Margarethe von Trotta
691,Richard Benjamin
692,Norberto Barba
693,Eli Cohen
694,Robert Mandel
696,Michael Winterbottom
697,Steven Baigelman
698,Zalman King
699,Barry Caillier
700,Patrick Read Johnson
701,Stijn Coninx
702,John Cassavetes
703,Stacy Cochran
704,Jean-Claude Van Damme
705,Mark Joffe
706,Steve Gomer
707,Lee Tamahori
708,Michael Lehmann
709,George Scribner
710,Tom DeCerchio
711,Alan Shapiro
712,Angela Pope
713,Betty Kaplan
714,Jim Jarmusch
715,Jean-Paul Rappeneau
716,Jack Hill
717,Manuel Gómez Pereira
718,Jean-Marie Poiré
719,Harold Ramis
721,Frieder Schlaich
721,Irene von Alberti
722,Brett Thompson
724,Andrew Fleming
725,Reginald Hudlin
726,Bruce Beresford
727,Gaylene Preston
729,Stephen Quay
729,Timothy Quay
731,Phil Joanou
732,Larry Cohen
732,Fred Williamson
733,Michael Bay
734,Harvey Miller
735,Michele Soavi
736,Jan de Bont
737,David Hogan
738,Maurice Pialat
739,Gabriel Barylli
741,Mamoru Oshii
742,Tom Holland
743,Rick Friedberg
744,Udayan Prasad
746,Abraham Polonsky
747,John Landis
748,David Twohy
749,Robert Z. Leonard
750,Stanley Kubrick
751,Guy Maddin
752,John O'Brien
753,John Irvin
754,Kevin James Dobson
755,Victor Saville
756,Helena Solberg
757,Wong Kar-Wai
758,Ebrahim Forouzesh
759,Freida Lee Mock
760,Joseph Vilsmaier
761,Simon Wincer
762,Andrew Bergman
763,David Keating
764,James Mangold
765,Francis Ford Coppola
766,Mary Harron
767,Charles Matthau
768,Goran Paskaljevic
770,Julio de Fleischner
771,Benoît Lamy
771,Mweze Ngangura
772,Jean-Pierre Bekolo
773,Djibril Diop Mambéty
774,Gaston Kaboré
775,Federico Fellini
775,Louis Malle
776,Victoria Foyt
776,Henry Jaglom
777,Robby Henson
778,Danny Boyle
779,Scott Winant
780,Roland Emmerich
781,Bernardo Bertolucci
782,Tony Scott
783,Gary Trousdale
783,Kirk Wise
784,Ben Stiller
785,Bobby Farrelly
785,Peter Farrelly
786,Chuck Russell
788,Tom Shadyac
789,María Luisa Bemberg
790,Lucian Pintilie
791,Yale Strom
792,Gyula Gazdag
793,Gérard Mordillat
794,Mel Chionglo
795,Alexandre Rockwell
796,Christopher Larkin
797,Laurent Heynemann
798,Rob Cohen
799,Peter Jackson
800,John Sayles
801,Bronwen Hughes
802,Jon Turteltaub
803,Nicole Holofcener
804,Edward Burns
805,Joel Schumacher
806,Michael Corrente
807,Éric Rohmer
808,Fraser C. Heston
809,Kevin Hooks
810,Paul Michael Glaser
812,Ildikó Enyedi
813,Howard Franklin
814,Mitch Marcus
815,Jaime Hellman
816,Nicolas Roeg
818,Arlene Sanford
819,Maurizio Nichetti
820,Luis Buñuel
821,Alex Graves
822,Paul Turner
823,Éric Rohmer
824,Peter Sehr
825,Rolf Silber
826,Peter Weck
827,Manoel de Oliveira
828,Steve Barron
829,John Payson
830,Hugh Wilson
831,Nigel Finch
832,Ron Howard
833,Hart Bochner
834,Doug Ellin
835,Annette Haywood-Carter
836,Andrew Davis
837,Danny DeVito
838,Douglas McGrath
839,Tim Pope
840,Harry Winer
841,Georges Franju
842,Gilbert Adler
843,John Rubino
844,Li Yin
845,Ho Yim
846,Hal Hartley
847,Marcus DeLeon
848,Lee David Zlotoff
849,John Carpenter
850,Anh Hung Tran
851,Julian Schnabel
852,Ron Shelton
853,Rolf de Heer
854,Keisuke Kinoshita
855,Nicole Garcia
856,Leone Pompucci
857,Junli Zheng
858,Francis Ford Coppola
859,Jack O'Connell
860,Sönke Wortmann
861,Stanley Tong
862,Lisa Krueger
864,Tom Noonan
865,Gillies MacKinnon
866,Lana Wachowski
866,Lilly Wachowski
867,Arthur Hiller
868,John Ruane
869,Robert Altman
870,Christopher Cain
871,Peter Shaner
872,Tsai Ming-liang
873,Daniel Schmid
874,Tim Metcalfe
875,Izidore K. Musallam
876,Stanley Tong
877,Jim McKay
878,Karim Dridi
879,Peter Hyams
880,John Frankenheimer
880,Richard Stanley
881,David Mickey Evans
882,David Koepp
884,Gary Winick
885,Norman Jewison
886,Ernest Dickerson
887,Nick Hamm
889,Theo van Gogh
890,Rafael Moleón
891,Joe Chappelle
892,Trevor Nunn
893,Keith Gordon
894,Max Ophüls
895,Henry Jaglom
896,André Téchiné
897,Sam Wood
898,George Cukor
899,Stanley Donen
899,Gene Kelly
900,Vincente Minnelli
901,Stanley Donen
902,Blake Edwards
903,Alfred Hitchcock
904,Alfred Hitchcock
905,Frank Capra
906,George Cukor
907,Mark Sandrich
908,Alfred Hitchcock
909,Billy Wilder
910,Billy Wilder
911,Stanley Donen
912,Michael Curtiz
913,John Huston
914,George Cukor
915,Billy Wilder
916,William Wyler
917,Walter Lang
917,William A. Seiter
918,Vincente Minnelli
919,Victor Fleming
919,George Cukor
920,Victor Fleming
921,Richard Benjamin
922,Billy Wilder
923,Orson Welles
924,Stanley Kubrick
925,Mitchell Leisen
926,Joseph L. Mankiewicz
927,George Cukor
928,Alfred Hitchcock
929,Alfred Hitchcock
930,Alfred Hitchcock
931,Alfred Hitchcock
932,Leo McCarey
933,Alfred Hitchcock
934,Vincente Minnelli
935,Vincente Minnelli
936,Ernst Lubitsch
937,Billy Wilder
938,Vincente Minnelli
938,Charles Walters
939,Vincente Minnelli
940,Michael Curtiz
940,William Keighley
941,Rouben Mamoulian
942,Otto Preminger
942,Rouben Mamoulian
943,Joseph L. Mankiewicz
944,Frank Capra
945,Mark Sandrich
946,Ernst Lubitsch
947,Gregory La Cava
948,George Stevens
949,Elia Kazan
950,W.S. Van Dyke
951,Howard Hawks
952,Michael Anderson
952,John Farrow
953,Frank Capra
954,Frank Capra
955,Howard Hawks
956,George Stevens
957,Victor Sjöström
958,William A. Wellman
959,John Cromwell
960,Archie Mayo
961,John Cromwell
962,Busby Berkeley
963,Henry Koster
964,James Edward Grant
965,Alfred Hitchcock
966,Lewis Milestone
967,Howard Hughes
967,Howard Hawks
968,George A. Romero
969,John Huston
970,John Huston
971,Richard Brooks
972,Richard Brooks
973,Frank Capra
974,John Cromwell
975,Victor Schertzinger
976,Frank Borzage
977,Edwin L. Marin
979,Thaddeus O'Sullivan
980,Corey Yuen
981,Darrell Roodt
982,Joshua Logan
983,Chris Newby
984,Richard Schenkman
985,Allan Miller
986,Carroll Ballard
987,Lance Young
988,Allison Anders
989,Joseph Vilsmaier
990,Ringo Lam
991,Neil Jordan
992,Amy Holden Jones
993,Matthew Broderick
994,Campbell Scott
994,Stanley Tucci
996,Walter Hill
997,Robert M. Young
998,F. Gary Gray
999,John Herzfeld
1000,Reb Braddock
1001,René Gainville
1002,John Walsh
1003,Michael Apted
1004,John Gray
1005,Robert Lieberman
1006,James Foley
1007,Norman Tokar
1008,Norman Foster
1009,John Hough
1010,Robert Stevenson
1011,Robert Stevenson
1012,Robert Stevenson
1013,David Swift
1014,David Swift
1015,Duwayne Dunham
1016,Charles Barton
1017,Ken Annakin
1018,Robert Stevenson
1019,Richard Fleischer
1020,Jon Turteltaub
1021,William Dear
1022,Clyde Geronimi
1022,Wilfred Jackson
1024,Norman Ferguson
1024,Clyde Geronimi
1025,Wolfgang Reitherman
1025,Clyde Geronimi
1026,Harold D. Schuster
1026,Hamilton Luske
1027,Kevin Reynolds
1028,Robert Stevenson
1029,Samuel Armstrong
1029,Norman Ferguson
1030,Don Chaffey
1031,Ward Kimball
1031,Robert Stevenson
1032,Clyde Geronimi
1032,Wilfred Jackson
1033,Ted Berman
1033,Richard Rich
1034,Matthew Bright
1035,Robert Wise
1036,John McTiernan
1037,Brett Leonard
1038,Nick Cassavetes
1039,Iara Lee
1040,Christopher Hampton
1041,Mike Leigh
1042,Tom Hanks
1043,Michael Pressman
1044,James Ivory
1045,Joseph Bologna
1045,Renée Taylor
1046,Hettie Macdonald
1047,Renny Harlin
1049,Stephen Hopkins
1050,Al Pacino
1051,Steve Buscemi
1052,Ismail Merchant
1053,John McNaughton
1054,Spike Lee
1055,George P. Cosmatos
1056,Michael Winterbottom
1057,Woody Allen
1058,Leon Ichaso
1059,Baz Luhrmann
1060,Doug Liman
1061,Barry Levinson
1062,Michael Cimino
1063,Scott Silver
1065,Anthony Asquith
1066,Mark Sandrich
1067,George Stevens
1068,Edward Dmytryk
1069,Edward Dmytryk
1070,Josef von Sternberg
1071,Aaron Kim Johnston
1073,Mel Stuart
1075,Jan Bucquoy
1076,Jack Clayton
1077,Woody Allen
1078,Woody Allen
1079,Charles Crichton
1079,John Cleese
1080,Terry Jones
1081,Blake Edwards
1082,Michael Ritchie
1083,Blake Edwards
1084,Arthur Penn
1085,John Sturges
1085,Fred Zinnemann
1086,Alfred Hitchcock
1087,Frédéric Mitterrand
1088,Emile Ardolino
1089,Quentin Tarantino
1090,Oliver Stone
1091,Ted Kotcheff
1092,Paul Verhoeven
1093,Oliver Stone
1094,Neil Jordan
1095,James Foley
1096,Alan J. Pakula
1097,Steven Spielberg
1098,Sam Henry Kass
1099,Edwin L. Marin
1100,Tony Scott
1101,Tony Scott
1102,Michael Covert
1103,Nicholas Ray
1104,Elia Kazan
1106,Hugo Van Lawick
1107,Erik Burke
1109,Michael Kreihsl
1110,Temístocles López
1111,Claude Nuridsany
1111,Marie Pérennou
1112,Alan Taylor
1113,Donald Petrie
1114,Abel Ferrara
1115,John Francis Sullivan
1116,Benoît Jacquot
1117,Jaco Van Dormael
1118,Nils Gaup
1119,Peter Cohn
1120,Milos Forman
1121,Rich Wilkes
1122,George Ratliff
1123,R.J. Cutler
1123,David Van Taylor
1124,Mark Rydell
1125,Blake Edwards
1126,Ate de Jong
1127,James Cameron
1128,John Carpenter
1129,John Carpenter
1130,Joe Dante
1131,Claude Berri
1132,Claude Berri
1133,Aaron Speiser
1134,Gustavo Graef Marino
1135,Howard Zieff
1136,Terry Gilliam
1136,Terry Jones
1137,Rick Castro
1137,Bruce LaBruce
1138,Russ Hexter
1139,Sharon Pollack
1140,Michael Ray Rhodes
1141,Frans Weisz
1142,Nick Katsapetses
1143,Raúl Ruiz
1144,Susan Warms Dryfoos
1145,Kurt Miller
1145,Peter Speek
1146,John L'Ecuyer
1147,Leon Gast
1149,Jean-Luc Godard
1150,Daniel Vigne
1151,Jan Svankmajer
1152,Alfred L. Werker
1152,Anthony Mann
1153,Anthony Mann
1154,Anthony Mann
1155,Wanda Jakubowska
1156,Vittorio De Sica
1157,Jean Delannoy
1158,Norman Z. McLeod
1159,Elliott Nugent
1160,Leo McCarey
1161,Volker Schlöndorff
1162,Peter Medak
1163,Martine Dugowson
1164,Jean-Luc Godard
1165,Nina Menkes
1166,Michael Seitzman
1167,Garry Marshall
1168,Eric Red
1169,Barbara Kopple
1169,Cathy Caplan
1170,Phillip Rhee
1171,Tim Robbins
1172,Giuseppe Tornatore
1173,Peter Greenaway
1174,Michel Blanc
1175,Marc Caro
1175,Jean-Pierre Jeunet
1176,Krzysztof Kieslowski
1177,Mike Newell
1178,Stanley Kubrick
1179,Stephen Frears
1180,Peter Chelsom
1181,Fred Olen Ray
1183,Anthony Minghella
1184,Gabriele Salvatores
1185,Jim Sheridan
1186,Steven Soderbergh
1187,John Sayles
1188,Baz Luhrmann
1189,Errol Morris
1190,Pedro Almodóvar
1191,Alek Keshishian
1192,Jennie Livingston
1193,Milos Forman
1194,Lou Adler
1194,Tommy Chong
1196,Irvin Kershner
1197,Rob Reiner
1198,Steven Spielberg
1199,Terry Gilliam
1200,James Cameron
1201,Sergio Leone
1202,Bruce Robinson
1203,Sidney Lumet
1204,David Lean
1206,Stanley Kubrick
1207,Robert Mulligan
1208,Francis Ford Coppola
1209,Sergio Leone
1210,Richard Marquand
1211,Wim Wenders
1212,Carol Reed
1213,Martin Scorsese
1214,Ridley Scott
1215,Sam Raimi
1216,Luc Besson
1217,Akira Kurosawa
1218,John Woo
1219,Alfred Hitchcock
1220,John Landis
1221,Francis Ford Coppola
1222,Stanley Kubrick
1224,Kenneth Branagh
1225,Milos Forman
1226,John Ford
1227,Sergio Leone
1228,Martin Scorsese
1230,Woody Allen
1231,Philip Kaufman
1232,Andrei Tarkovsky
1233,Wolfgang Petersen
1234,George Roy Hill
1235,Hal Ashby
1236,Hal Hartley
1237,Ingmar Bergman
1238,Bill Forsyth
1240,James Cameron
1241,Peter Jackson
1242,Edward Zwick
1243,Tom Stoppard
1244,Woody Allen
1245,Joel Coen
1245,Ethan Coen
1246,Peter Weir
1247,Mike Nichols
1248,Orson Welles
1249,Luc Besson
1250,David Lean
1251,Federico Fellini
1252,Roman Polanski
1253,Robert Wise
1254,John Huston
1255,Peter Jackson
1256,Leo McCarey
1257,Savage Steve Holland
1258,Stanley Kubrick
1259,Rob Reiner
1260,Fritz Lang
1261,Sam Raimi
1262,John Sturges
1263,Michael Cimino
1264,Jean-Jacques Beineix
1265,Harold Ramis
1266,Clint Eastwood
1267,John Frankenheimer
1268,Allan Moyle
1269,Frank Capra
1270,Robert Zemeckis
1271,Jon Avnet
1272,Franklin J. Schaffner
1273,Jim Jarmusch
1274,Katsuhiro Ôtomo
1275,Russell Mulcahy
1276,Stuart Rosenberg
1277,Jean-Paul Rappeneau
1278,Mel Brooks
1279,Jim Jarmusch
1280,Yimou Zhang
1281,Charles Chaplin
1282,James Algar
1282,Samuel Armstrong
